Company_ID,Revenue (USD),Net Profit Margin (%),Investment in R&D (%),Market Share (%),Debt-to-Equity Ratio,Energy Efficiency (%),Smart Grid Implementation Score,Innovation Index,Digitalization Level (%),Carbon Offset (tons/year),Renewable Energy Share (%),Emissions Intensity (kg COâ‚‚ per MWh),Waste Management Score,Employee Satisfaction Score,Community Development Investment (USD),Workforce Diversity Index,Sustainability Certification,Sustainability Score
C14,2131267716,1.182804341,3.645662051,7.123874219,0.660962495,81.76616734,8,96.15437229,93.36789061,1779.841954,18.61650357,223.9290087,1.270562654,5.697078506,1889959.85,0.930725795,0,31.6184525
C15,1826431422,21.16725518,11.11599296,12.46371974,1.960362996,59.82434835,5,80.72616493,54.23865602,1420.520746,12.56611456,543.8005372,1.038737903,3.060591982,2127695.393,0.932427783,0,27.14970735
C16,1842211053,27.75744952,8.810816449,6.747594317,0.8535016,60.5872931,2,45.96327544,52.74564637,880.4464397,13.83785625,354.9069734,7.101450376,2.177991151,3408850.163,0.969330125,0,24.90880292
C17,3049380007,5.417260354,7.599523199,14.68071111,2.669649716,52.07486628,4,22.36025483,14.11261183,3716.664568,74.8161799,696.6557445,2.088370205,3.27200022,3188143.988,0.125378884,0,27.00653758
C18,5252316752,17.03835692,18.09683357,8.150094973,2.697500838,66.10337676,3,93.34551052,0.078951109,1260.349434,46.9654257,629.586862,3.067727514,6.284954301,9565712.213,0.160557811,1,37.39568715
C19,4325130736,27.46464893,1.414644539,1.460228686,0.962132892,77.98723307,4,34.45965957,81.01400907,2270.837351,78.29341727,527.3592149,4.75227467,1.726565358,7892849.089,0.676736699,0,38.05146721
C20,2919379111,1.018379358,13.61200404,15.69682087,0.766981886,92.8967457,7,16.09844317,8.757456299,1929.297234,74.62548944,354.9415559,4.493513167,2.586402366,7242847.834,0.541434477,0,34.69460255
C21,6122410418,20.92260802,19.30449425,5.786590659,1.292781519,83.34637237,7,56.31643885,63.38498187,4910.386893,60.46127135,246.9522822,7.085791251,4.680608628,1867772.608,0.018465905,0,33.79215296
C22,1403543668,8.920470221,11.64319549,8.712060904,0.797541597,71.76981617,5,94.37741203,91.46164545,1955.461221,68.63666066,643.3063049,6.234317934,2.330500985,9096160.338,0.061975036,0,36.51551693
C23,2928525039,27.73188586,18.79962678,13.74033328,2.049913146,97.65600572,0,0.38302905,20.86519132,399.912414,1.835572438,440.4863693,6.443961623,5.886436697,8280425.091,0.888080382,0,23.29794992
C24,3669954815,29.13174735,1.992899706,6.715877527,2.495587585,85.96226003,7,23.81248433,66.52728362,449.1287629,31.17776468,257.3250267,7.140543307,9.231760285,1644781.995,0.868870796,1,35.36952337
C25,4566139142,28.32799467,8.957073062,1.226054557,2.05196718,96.50826014,7,93.84476404,7.869857671,2953.768607,63.78221793,236.6222305,2.926127274,7.480893657,8712991.616,0.357270922,0,42.89231372
C26,7853907854,14.2264265,5.942998028,7.541028836,2.490616297,76.37939866,1,17.10859669,60.37551438,2996.817759,0.934495349,215.7806332,3.223333118,6.664266141,2729752.888,0.891050617,0,19.96343188
C27,2004741084,25.86127953,14.88559833,18.8945268,1.25127727,62.94521374,3,11.32434516,16.3931721,2093.794952,3.297694368,644.0128373,4.379977479,5.82721476,817888.7609,0.593675074,0,17.63951283
C28,5147202040,25.33648196,19.64464472,12.87051451,0.553319215,52.64133432,1,57.01872158,73.59535605,2159.218462,85.18879825,260.2910297,3.07462173,4.879479093,6571654.842,0.805905647,1,43.02529617
C29,5928221543,9.573014197,5.874071186,13.46243506,2.240057747,86.30424257,3,86.18438233,30.12312948,269.6629142,68.40248617,468.6495845,9.84937869,1.865638596,6541508.547,0.427431071,1,44.55185492
C30,474039623.1,24.86746422,13.42931743,12.68241486,1.145376065,56.0651499,9,47.71098177,46.33910088,2582.732552,26.53697331,416.0824527,8.140519264,8.947104554,958370.7756,0.113398327,1,28.34430311
C31,6079373070,1.110229041,4.763855022,4.059943565,2.046685393,65.13875641,6,99.45642567,59.9430542,2523.697377,68.79628401,505.7276295,1.646546883,2.48536002,3195329.571,0.433727063,1,41.72173287
C32,1713535996,17.88809635,11.74127484,8.424843896,0.884867432,76.62354539,8,67.91716995,17.12734107,747.7465928,79.24566691,714.0084303,0.055941559,0.913088776,9928216.478,0.457299798,1,44.55455315
C33,659865413.9,6.900265119,9.814717247,15.04370199,0.335565941,78.22082939,7,7.407490721,74.16378186,519.1969306,30.67942831,707.4231731,0.427832682,7.500151792,6787482.403,0.550944194,1,28.49027997
C34,9489366517,3.617006573,19.46810126,2.117320661,2.978487207,80.02915985,8,99.28321317,30.26403406,617.862453,3.60373775,415.7532503,2.44063451,1.756155343,7303450.914,0.105582713,1,29.9180691
C35,9656664010,2.308596049,12.56201818,5.629270244,0.552984373,58.31276652,7,40.78942368,66.23718599,505.1412325,93.27791247,110.7563755,1.142912858,3.718959995,2137043.683,0.991401863,1,42.71925459
C36,8085889508,20.88866328,7.64062107,5.598750258,2.966420882,68.98687024,1,28.74025338,15.82830507,3048.540978,34.51798383,398.510664,5.333381149,0.282849283,797032.8893,0.244136821,0,23.85586624
C37,3053091554,10.19624891,3.167819913,8.697176659,2.934111804,80.85971136,6,55.78791836,68.81176592,982.413262,10.64817633,524.3354762,8.579952227,1.370679425,2776247.881,0.198552404,0,23.08611469
C38,985744418.9,21.74300315,3.873689746,19.60933794,2.402072501,98.49094323,1,30.43075918,12.81880728,1257.150761,49.18568714,490.4353314,7.367502209,1.732036308,2496494.868,0.526802919,1,38.14197141
C39,6845487935,1.960690224,5.281021669,1.443300679,2.01232659,86.38155688,10,8.645750712,42.53564963,867.8607208,76.84677957,555.9352741,2.156090631,0.544101278,2353095.566,0.537208179,0,33.32593881
C40,4407123412,9.458710135,5.768366565,10.42214979,1.775640446,96.13018785,1,0.142834308,24.72060737,4789.176522,22.16473146,207.8530127,3.99299256,6.566569566,1935615.676,0.439820738,1,27.73649149
C41,1229161966,16.18473877,17.1617051,3.669357172,2.611694482,88.11060292,3,44.95833529,74.83752494,4273.087316,26.94900501,552.5745691,5.078942095,8.370077958,5751809.35,0.771892146,0,29.84020105
C42,4956817332,23.72169495,11.66323298,19.41646325,0.939374613,79.58584844,0,83.68634222,26.20350045,1152.474187,24.27149868,227.8561331,8.102058495,3.733154064,3287753.724,0.516654401,0,30.87240104
C43,353541325.9,9.562575088,10.94442732,2.354739744,1.456275516,59.60116846,4,57.23151856,88.17173064,1637.83147,99.16730528,625.3667865,8.391216031,8.745764767,8205246.7,0.609695455,1,45.16863434
C44,9094110817,18.77674129,3.180608566,8.131659947,1.896230911,83.33428259,5,99.92072989,89.18202114,1049.464212,19.74037337,337.3613293,9.097183119,2.133465746,1847634.704,0.723746385,0,33.09061029
C45,2595212016,26.57933245,17.34265417,14.7839112,1.29245238,81.1689783,8,28.68466456,19.64413152,2459.379797,57.5520217,596.9268034,5.092452505,3.253904236,4651624.438,0.025025102,1,35.78717535
C46,6628597621,18.47589565,14.73347176,14.12063312,1.339710717,80.12345852,9,28.04550648,61.3845945,98.05266237,92.52646417,133.5059192,6.942747464,1.50736993,146441.7859,0.570644183,1,44.3590007
C47,3123993650,6.988784243,2.285698876,8.512299874,1.057825536,74.4892934,7,15.97494602,8.771764172,3356.840044,14.68965689,385.5020179,1.118003712,6.205591954,4822006.401,0.884194471,0,22.13595087
C48,5205479532,0.732023447,14.44886685,6.995830942,1.736272268,76.4328302,1,16.40635883,39.15370996,2615.790749,97.08541979,593.5241656,5.6528896,4.198695909,567823.8266,0.017388743,1,38.3037609
C49,5471635691,26.10296622,11.32722613,8.012486333,2.566666131,66.72212636,0,28.5186596,71.33217295,4493.194642,94.74772344,258.8093614,2.486918095,6.132833468,9777457.884,0.405182104,0,37.36579721
C50,1856696011,0.638082326,2.552781569,5.359097637,0.684432296,75.96563463,1,79.28400453,65.94232468,821.9634216,88.45719871,656.7009314,4.31716885,7.616749054,7908015.365,0.92622745,0,42.80172754
C51,9696150431,26.24105018,9.707712189,4.18612548,2.809855812,59.87779528,6,90.57567906,62.47006694,4020.54623,21.45565213,541.5458132,6.340505083,5.45703016,4906213.652,0.353154402,1,33.1554321
C52,7753576905,15.86811402,10.20922946,9.712489981,2.098354196,90.25871987,3,97.50871697,28.25408637,3959.805072,63.4055056,511.2932405,2.569859379,6.276303549,875007.7082,0.458728824,1,45.63729485
C53,9395594426,28.17203096,4.149716263,5.443821746,2.487492317,59.28884773,9,23.22896541,37.80249494,635.9059461,76.0891473,347.4841979,0.521850578,9.352503144,5928529.953,0.981541393,1,40.8491074
C54,8949325231,23.96349707,18.96826479,5.820487131,1.712953009,54.24831449,4,88.12975456,10.29461447,1992.796121,98.60279282,437.7160293,0.102338564,2.990643096,7590049.87,0.199323859,1,45.99790177
C55,5983020788,29.93802332,17.14953206,13.16944566,2.360598434,71.81230132,6,32.82550893,71.90228204,850.7632057,18.04238221,518.1445107,0.221595355,3.591639386,1915265.358,0.065255189,1,26.86937581
C56,9219523608,10.52135446,13.71142441,19.3738929,0.146981152,82.91537198,2,11.28405445,50.38887968,1273.602502,76.60258995,430.7234797,0.083497375,7.177033617,5686401.324,0.859422591,0,35.08282425
C57,894040095.5,23.01564867,9.783615659,12.11238029,2.473303232,71.88584125,9,87.00249255,70.87656323,1316.230874,33.88011699,588.8193268,1.103550566,6.113055171,8143966.875,0.868465341,1,39.57106904
C58,1967868796,12.05792741,8.82354529,1.631891395,0.216402691,63.8377066,1,63.61056346,24.89435248,2781.18197,17.56264656,403.5878532,2.394887146,1.785329045,7684795.299,0.472077835,0,23.70867414
C59,461820616.2,14.39626861,13.36849588,1.604113916,2.680748791,77.90855919,6,16.47308961,32.44382286,2057.054659,42.13769412,241.5912272,2.212215142,3.7614731,8031890.258,0.514207174,1,32.07207332
C60,3260050004,18.8251639,11.36320552,19.03332209,2.976691967,67.35011677,4,42.98312575,33.42153373,4738.66402,79.38359121,249.753648,9.867965942,4.678380131,8794441.014,0.83580637,0,37.90613593
C61,3892886124,26.21031343,2.183189012,6.016086727,0.95279564,96.64338451,0,28.72576949,2.574240975,631.8507097,46.48498037,104.0626382,3.060061052,4.19389838,9377444.201,0.738559498,0,33.81147971
C62,2720776827,29.52250408,10.73755033,1.932133023,0.709923813,96.13225698,0,73.67945687,34.10478728,4868.460674,53.75231002,310.6704009,1.274207834,1.782748083,4061156.34,0.265149002,0,37.17214727
C63,8289087716,23.04820242,16.32166873,12.02098728,2.319553755,75.118591,8,45.34162306,80.33045735,1153.193201,99.51594102,624.2423483,5.455625442,9.244300918,5692003.334,0.016893355,0,39.91402266
C64,3573965734,12.53300347,9.725557674,12.51061069,0.833776389,66.3941997,4,98.92799451,89.72984957,3864.369682,39.91092996,655.9138962,8.579574554,7.623187617,7908688.665,0.479700163,0,33.0914891
C65,2816535752,12.64071007,1.987174974,13.00524592,2.610130911,86.8566207,0,5.474498226,51.82183156,1694.849631,61.54007547,241.7272795,6.780603768,4.813558321,6974426.741,0.858912326,1,37.3710201
C66,5431533871,22.12746905,15.93928579,5.421300354,0.398243517,51.83564717,6,35.50152661,45.55016952,715.4069771,36.52442016,771.3307978,2.960820891,6.800610283,9955247.08,0.895834677,0,26.90813797
C67,1417833007,7.163314373,4.825911861,0.400702616,0.46527007,73.7384503,8,48.19001671,3.08246187,4289.445926,39.27856463,451.6819554,5.616161598,8.972826721,146639.7345,0.956226197,1,35.76972597
C68,8023947838,3.314223394,5.913795863,19.30380585,2.93953951,66.81616971,10,50.31335547,87.92043376,1544.304496,69.56407534,741.8851243,7.148559742,1.361741424,3557780.821,0.879563238,0,35.2992187
C69,754760930.4,10.63866473,4.129420715,5.092771609,2.054132805,96.02679426,0,31.59358224,1.301021343,3294.277021,93.78869761,594.7356973,7.281044924,2.503730507,2817468.983,0.580043555,1,45.91531335
C70,9869000497,8.61716975,7.274086233,13.55292313,2.555972951,50.60015136,9,72.92402491,94.47500802,2832.218425,54.23589505,605.7033961,6.665384553,5.427012473,2630535.343,0.444605599,0,30.45049579
C71,7724725245,8.889243614,15.37827861,14.16193441,1.040555194,77.64074379,3,87.47470735,48.92162487,2358.781547,76.83999289,159.5305349,8.708104248,7.990103714,2233072.527,0.774849847,0,41.7713185
C72,1995169659,7.008232531,10.86833133,12.2391476,2.061802874,87.03317905,2,93.8719302,34.19344936,2479.097363,8.920655882,253.9937888,8.701054583,0.362548954,7094147.17,0.739821634,1,34.63412001
C73,65165950.06,1.262795689,4.892744209,6.326857145,1.823301299,74.25089938,4,80.50933768,92.42184348,3661.18957,21.11580374,106.1703833,5.789365594,9.840181502,856747.138,0.53814343,1,32.45304085
C74,8156459670,0.536218042,17.67877148,5.49481545,1.849135348,54.27015151,6,85.05801973,2.439099311,438.8645706,50.21316409,601.2893483,4.298563691,4.549066029,7418672.251,0.087327373,0,28.59253128
C75,7071504865,29.63167169,17.71205524,11.99359883,2.079344133,98.6230695,7,55.05453006,58.14248949,3340.90331,2.001172363,341.1068019,6.415702956,3.592311406,6937324.162,0.926081347,0,29.83998873
C76,7292781609,12.83319401,17.54099008,17.33530311,1.768541602,75.90052157,1,82.58882264,54.89325245,4479.060507,25.28549788,650.6567613,8.182120014,2.927244378,2515533.284,0.455602538,1,34.04363705
C77,7714990763,11.52979941,5.537128016,18.94000121,1.344280871,80.70931222,6,30.35039091,21.93204012,288.9409851,51.74012898,337.255354,0.056521048,1.743567077,2535809.494,0.363333782,0,29.27590545
C78,749706070.8,20.38941848,9.573547539,2.207525508,0.900175814,61.83048914,0,39.84787621,42.88874314,703.2666962,1.496119826,673.5336266,9.91997009,7.915739089,6292317.248,0.629567395,0,19.9517651
C79,3591072628,6.547616636,19.71480347,3.181089391,2.32888586,74.17490426,6,31.69130138,65.22640059,3583.159684,26.45462862,191.4887776,1.828937723,9.554141647,7624089.344,0.673837961,1,30.16060141
C80,1167531905,28.49883552,15.66823705,18.90025155,0.756190047,71.4574746,7,46.73873354,72.71311969,2186.408241,51.40308195,221.3612097,4.702489857,4.136447548,8766091.275,0.210687917,0,31.1566855
C81,8632403224,23.59035043,1.516181003,14.75705104,2.107827488,53.7447921,1,28.55796162,0.071685871,2017.743104,57.3149248,338.6135777,8.720297348,9.524206948,8522874.243,0.836938845,0,30.36259813
C82,6236748287,2.682330069,2.238887234,17.67157711,0.776665186,55.30801768,8,96.16114423,93.68534301,684.8331727,92.57516931,385.9411722,2.25040399,8.237976154,9649181.112,0.289937094,1,44.95214747
C83,3315671268,12.52742327,9.814696159,4.132389419,1.913457493,91.87362598,0,31.2844628,16.45253724,2533.850204,64.53456233,344.0919676,4.767952239,4.810511275,5818035.104,0.186683926,0,32.77238953
C84,644947919.4,26.37354923,18.27518391,11.79295884,2.266526975,61.99099761,5,9.804453811,23.35804342,632.726556,41.47358025,634.5529228,1.325821802,6.740261791,9087469.058,0.406399853,1,29.60084289
C85,3116713394,28.34196067,11.23533416,14.05267793,0.734270278,59.74791357,0,52.68171661,26.34734457,2383.102282,93.03511771,167.8659748,3.950763254,4.349841792,8087047.6,0.730560081,1,45.14376134
C86,3258581387,14.02204534,10.45843765,13.63422652,0.273835572,75.24557256,2,5.709907845,3.782013655,3818.076495,78.48829834,345.8519137,1.771354548,5.587234082,8947729.567,0.965458178,0,34.80029767
C87,7298765722,18.40234168,3.004000299,8.222218648,0.479823855,88.43735657,10,11.05431663,12.30521236,1291.321789,20.00089211,686.0679997,3.636277488,0.58046337,126149.7468,0.809281264,0,25.47499859
C88,6379199139,5.011018383,13.47882199,0.406358345,1.857391205,53.09732593,5,21.93893892,98.63499229,2403.930841,13.08423613,146.7579541,3.734642168,6.962634753,9659370.889,0.940348378,1,24.49601613
C89,8873255298,29.73505878,16.61996005,11.70022853,2.563394578,78.84039598,2,46.43502499,31.52167374,4960.079847,67.58116357,759.6404554,9.931707896,0.528246445,4740566.327,0.140605804,1,39.62235554
C90,4727427102,6.950151042,8.227980143,5.13672063,0.230490782,55.96052214,7,43.32509323,11.53010903,3433.252117,55.98831656,790.4217896,9.948130293,8.170849469,7983848.066,0.071176799,0,26.98029145
C91,1204746517,28.28195322,15.73662517,9.060059498,2.229038651,51.82305254,4,79.9691862,10.69912612,4206.783857,78.96736138,161.9977217,1.147862787,8.249469295,1280769.152,0.557704762,1,43.11447297
C92,7135315424,19.48939947,19.32505642,19.1558622,1.089824073,52.63719761,1,73.94746539,71.94599677,2074.238033,73.88050501,303.8907656,7.259687793,2.370772876,3965451.547,0.290297483,0,34.24665015
C93,7610242636,18.23210385,4.871562723,8.040802821,1.487732273,91.70820541,3,42.6318294,85.4568664,3839.304616,62.52115339,360.6804662,0.517454797,3.23662781,2721892.024,0.828054973,1,42.11092841
C94,5617159204,15.38065533,10.94326299,16.81205197,2.793692695,55.89862418,8,33.37042076,25.69522995,202.5458647,98.63821716,643.4739581,0.301920153,4.813103786,2923671.117,0.671987871,1,42.54941878
C95,7711962128,6.920094352,6.455621204,3.851958054,1.062717364,52.25756822,3,31.64687841,2.090951234,614.5559127,53.35897301,517.1487685,1.053338942,5.966629069,1241323.643,0.970728164,1,32.93383251
C96,4943018008,5.29584096,16.06423396,13.48196391,1.449477108,71.89499436,9,77.39950873,22.30900184,1015.352965,11.31057565,551.0559903,9.65485657,2.873536617,8059580.687,0.254792356,0,24.51925972
C97,5232100966,6.614586272,11.97427395,19.54243839,0.139679003,92.1996736,9,5.207240622,5.65156908,2009.759623,82.82735648,630.256876,9.408635479,5.924864046,102330.7227,0.485784114,1,40.67831711
C98,4281134773,5.593147864,13.05706593,2.127672707,0.336636288,63.12041882,7,1.282164951,10.33949366,4228.724392,25.18533623,182.5852996,1.939278203,2.977870732,3131929.515,0.501240477,1,23.80131766
C99,263937076.2,23.38753421,16.16036903,0.26556685,0.849915614,71.08563088,4,79.55443919,43.15081198,1731.330254,77.73021481,683.2466198,1.616723356,0.554907211,1752361.327,0.239176795,1,43.2951685
C100,1087835356,10.50375778,8.523438981,8.728297573,0.180771498,51.99612663,10,47.7146376,22.99183709,3273.105968,95.7107096,593.9338629,2.405350865,0.025275498,5894499.017,0.590093399,1,42.13012372
C101,323977565,1.735280297,18.3867113,1.943247113,1.930988446,72.45392571,10,13.08811386,51.59458785,3546.571474,69.6795514,504.1392076,5.155469941,1.011510579,2549981.502,0.443285986,0,29.93861658
C102,6367740009,29.0730789,11.12754848,14.99284856,1.336555235,78.88065403,9,23.55659346,25.34937533,2930.91177,59.60301609,722.8147343,5.69704632,7.922507002,2597394.561,0.446721556,1,37.96012373
C103,3150416251,26.51357655,4.001141634,18.29951841,1.689621088,78.54535269,0,93.25039531,94.05373011,1786.209841,46.03861757,590.2144477,2.215934304,9.614313124,4888498.059,0.362736648,0,35.61554412
C104,5090621205,27.8325685,14.22208325,8.737017357,0.606476839,66.62133461,6,85.95029756,90.59439679,2885.266709,36.4409866,241.1899738,7.566227881,4.269661993,6530363.503,0.016929352,1,35.26264355
C105,9076589075,29.84723468,16.07196566,5.248361679,0.958202885,65.77665903,2,70.97850502,56.6806105,1711.327964,35.3004751,400.8217668,3.095531694,5.126839534,1221833.999,0.522095237,1,35.29185429
C106,2500429369,5.216857477,7.018471864,8.744626048,2.025090977,55.33118095,9,48.22252303,35.4423992,419.3686928,63.63727057,445.8300069,9.221313255,1.468481691,1763359.41,0.335247836,0,29.5699662
C107,4109725401,11.88726057,17.28640588,14.49661158,2.899377899,68.33991603,7,52.03236262,38.1146882,4964.019891,75.12731169,138.6523387,6.567227065,5.510313527,2479275.698,0.001319869,0,33.10285222
C108,7557955874,22.74715427,18.21672184,0.280177815,0.246208643,54.97473344,2,97.52445353,41.18522831,635.9122682,67.85170695,768.2462594,4.363511943,1.44654902,9737744.659,0.307943708,1,41.36082101
C109,2295693673,20.88061854,6.26118526,11.83013439,2.68211453,88.32979724,0,96.57704439,72.75793221,361.7419192,19.84101012,190.0040826,7.899120017,6.112143312,3977553.474,0.278628333,1,36.25602041
C110,779029299.2,4.61687719,19.68690798,12.30450453,1.772955484,98.31371489,4,21.52690458,45.16389955,4392.653746,49.39871801,588.2228871,8.17914626,9.332586676,5993911.005,0.393448153,1,35.78370198
C111,2904617015,24.47499375,3.673519033,12.78999611,1.735366744,98.50372283,1,81.11045663,85.67299465,1509.173304,79.16400722,454.3617253,2.904816056,1.956985393,2423012.699,0.13185199,0,42.29040556
C112,1620600660,6.733217155,4.8382977,4.916239392,1.550807752,93.25355497,10,19.72426662,94.40947859,3251.48487,47.57040782,117.9425749,3.397145438,7.645637181,4909690.656,0.507683825,1,35.48390597
C113,9297679547,6.714528445,4.500271946,14.3096492,0.301242849,80.03960747,3,21.35374779,33.59461534,1645.028648,53.66232797,747.3232331,9.359551537,0.235024228,750450.5521,0.692440353,0,29.82468742
C114,8083122592,16.10923269,17.98580449,1.918690578,0.36064287,85.04328486,0,67.60930342,56.06944814,1957.271354,77.11360482,696.2857662,1.647410384,3.754972413,357074.0378,0.630185569,1,44.98996799
C115,6337703528,17.78819805,13.43155849,4.065479696,1.842644816,64.26029013,8,40.50010986,9.505653683,1310.56486,66.12653063,466.9805495,0.42150417,1.107485078,4692647.933,0.803754948,0,33.82303703
C116,8715891296,17.40258624,3.889981381,17.56165393,1.088779857,81.53852101,5,93.15444071,20.04690478,1715.220029,40.93449209,260.2596353,4.540553226,3.524754416,3992606.282,0.452008288,0,34.8363164
C117,8038684048,2.744605122,9.366144949,14.8005907,2.760077393,72.78247747,7,8.90097349,41.34657667,2053.502003,89.54127112,185.1360235,8.012099002,1.735369196,1377434.394,0.51909173,0,33.84188749
C118,1873834888,26.32382588,12.69066248,0.373536525,1.279112558,74.10086699,10,51.15256408,20.62027159,3602.080345,16.25670687,354.3747356,7.716681063,3.733049901,6879138.275,0.810401941,1,33.08256358
C119,8926664395,7.968001278,2.585817615,5.042687581,0.51551623,87.88882802,3,91.85215304,87.65604908,2557.680971,99.55164486,278.7997967,9.195306289,4.175228061,9929105.874,0.427701171,1,51.67915647
C120,5398028997,3.885447638,17.765911,4.366689012,2.172684617,64.09591778,8,90.41136605,15.82862561,4717.826086,11.88525785,454.6838407,5.332006644,3.005911228,3962511.744,0.70159935,0,26.34413884
C121,8076327150,26.6624424,16.26846717,5.489045928,0.950724922,65.90198058,1,15.65292134,45.56608216,209.4019692,1.49499711,776.4865073,1.000646716,6.566219495,6249340.773,0.434602369,0,17.37965508
C122,8961952086,28.66954495,10.5989287,5.026439429,1.623863891,96.23208956,8,36.66377001,60.56992405,2515.341613,89.00189011,502.4674453,5.886889743,9.188520513,9630129.664,0.417736195,0,42.89248092
C123,3186854715,25.86382852,19.37540569,1.344273285,2.123715078,52.81121474,4,61.91214,69.18639082,2921.123944,24.49535084,722.9517391,7.783956144,4.005953741,8317034.375,0.760205625,1,31.80472457
C124,1109418726,24.28548224,8.937458606,9.23291628,2.710765922,74.28171492,5,15.93948848,38.30693697,4600.98493,72.96996274,555.6151862,0.933281203,1.923431565,4640886.711,0.174836915,1,36.50781141
C125,2287072274,19.65725942,19.69809606,14.68139615,2.397354465,95.64004002,2,96.8022172,86.90990687,245.7926181,81.10153749,432.6725686,1.726574011,2.707227582,7377519.95,0.338585972,1,49.6957571
C126,4276806808,16.52572112,13.69047998,12.17396132,2.061447097,80.51815039,3,91.47493287,56.83191511,2867.497925,85.8986391,698.2252939,0.122906612,8.540008235,1290069.052,0.224172277,0,41.97602636
C127,8181967512,2.609602797,13.05875419,13.49014621,2.070936229,77.32035371,5,16.6950179,43.95077804,4268.149643,99.15942357,429.9576771,5.936525794,5.716397233,5125917.516,0.359109943,1,41.49489158
C128,8608698527,12.25359639,4.153143011,1.714868653,2.843181468,62.48720896,6,12.11554613,6.724063405,1209.638641,29.403971,708.0397194,8.867343919,4.550110323,2797812.169,0.230374822,1,25.25342723
C129,79451784.01,11.18065551,17.75662741,19.03466513,0.957889883,67.16377445,0,8.540848281,46.46894684,4381.461743,71.02433419,304.1037387,6.70663316,1.496367215,1620025.242,0.579405631,1,34.63976282
C130,5112365553,7.792613513,9.12230407,16.78598749,0.103225073,92.60242079,6,90.9443664,82.07358408,95.21704637,11.53998583,190.1691516,9.820400876,4.497273083,4268546.253,0.798170803,0,31.5922233
C131,4179935921,21.70260341,4.08243471,16.12129734,0.888668222,77.96090659,0,19.36238098,61.45410182,3662.273146,40.68092914,698.7201251,0.630336525,2.784920034,1318835.399,0.786613061,1,33.10659016
C132,2228857027,14.87627205,1.23954288,16.47737772,0.731885001,75.73710969,4,41.62849285,83.21624537,4665.566106,84.79716933,511.1906147,9.030010852,9.431631279,6992861.231,0.364500965,1,42.4657068
C133,1207455020,2.431386477,11.63535799,18.66093911,2.019320297,54.97898568,5,44.88513657,49.40116706,3285.988308,36.76580461,722.3646788,8.140682874,8.840701094,4567838.04,0.988760406,1,31.85292421
